"Neighborhood","Venue Category","Venue","Neighborhood_Latitude","Neighborhood_Longitude","id","location.city","location.state","categories_name","categories_pluralName","location_crossStreet","location_formattedAddress","location_postalCode","location_address"
,"Plaza","Tota Maina ki Gali",28.66047,77.220698,"5401a950498e97602ccc6fa8","New Delhi","Delhi","Plaza","Plazas","null","India","null","null"
,"Plaza","Country Inn & Suites by Carlson",28.69336357,77.34744728,"50c31b74e4b0bc536db05446","New Delhi","Delhi","Plaza","Plazas","null","India","null","null"
"Anand Vihar","Plaza","Savita Vihar Mkrt.",28.66410933,77.32054325,"4fcf8283e4b099aae414e207","New Delhi","Delhi","Plaza","Plazas","null","Savita Vihar",110092,"Savita Vihar"
,"Plaza","Sector 14 Market",28.47429617,77.04570571,"52dbc31d498e7ed3e641c725","New Delhi","Delhi","Plaza","Plazas","null","India","null","null"
,"Plaza","Rendezvous",28.40116,77.106319,"51d1a1aa498e3b44723d058f","New Delhi","Delhi","Plaza","Plazas","null","India","null","null"
"Sector 49","Plaza","Physio Ergo",28.41205033,77.04867979,"50950a72e4b0f94e044b67eb","New Delhi","Delhi","Plaza","Plazas","null","Sector 49","null","Sector 49"
"Sector 5","Plaza","Sector 5 Community Center",28.48003949,77.02032461,"50cb343ce4b0f94b26fcdee4","New Delhi","Delhi","Plaza","Plazas","Sector 5","Sector 5","null","null"
,"Plaza","Oz, The Plaza",28.47783202,77.07025518,"4ce53a407785a1cd2a8918b9","New Delhi","Delhi","Plaza","Plazas","null","India","null","null"
"Golf Course Road","Plaza","Suncity Community Center",28.43418645,77.10770779,"5082c80be4b00dc4a1f649a0","New Delhi","Delhi","Plaza","Plazas","Golf Course Road","Suncity (Golf Course Road)","null","Suncity"
"Ardee City","Plaza","C block market",28.44302648,77.07667421,"4efec959e300fdc047ee41b6","New Delhi","Delhi","Plaza","Plazas","null","Ardee City","null","Ardee City"
"Air Force Station Tugalkabad","Plaza","Brar Square Crossing",28.60590643,77.14028946,"4c748b823adda143d11f05af","New Delhi","Delhi","Plaza","Plazas","null","New Delhi 110062",110062,"null"
,"Plaza","Killer ITO Xing",28.62766557,77.24125339,"4c4998e26594be9a07764925","New Delhi","Delhi","Plaza","Plazas","null","India","null","null"
,"Plaza","Srinivas Puri Xing",28.56557715,77.25260784,"4bf606b95e800f47cac4e6d4","New Delhi","Delhi","Plaza","Plazas","null","India","null","null"
,"Plaza","Ireo City",28.408653,77.10216,"576919d0498e09311ba3dee1","New Delhi","Delhi","Plaza","Plazas","null","India","null","null"
,"Plaza","ideal palace",28.64774895,77.29574585,"51210d78e4b0a1ec84cd0e1c","New Delhi","Delhi","Plaza","Plazas","null","India","null","null"
,"Plaza","Sector 93 A",28.5153123,77.3852157,"4d95a99f942ba093b63c3f8c","New Delhi","Delhi","Plaza","Plazas","null","India","null","null"
"Sector 17 market","Plaza","Sector 17 Complex",28.64927326,77.35573746,"4e5244ddb0fbfe59e9d40d10","New Delhi","Delhi","Plaza","Plazas","null","Sector 17 market",201012,"Sector 17 market"
"Mehrauli Badarpur Rd, Madangir Camp, Dr Ambedkar Nagar","Plaza","Khanpur",28.51532116,77.22983609,"4dc7bbbb45dd264552a6ffa9","New Delhi","Delhi","Plaza","Plazas","null","Mehrauli Badarpur Rd, Madangir Camp, Dr Ambedkar Nagar","null","Mehrauli Badarpur Rd, Madangir Camp, Dr Ambedkar Nagar"
"Sector 15","Plaza","32nd Avenue",28.461239,77.050187,"5c03afd9fd16bb002cc42b31","New Delhi","Delhi","Plaza","Plazas","Sector 15","Sector 15 Part 2 (Sector 15)",122022,"Sector 15 Part 2"
,"Plaza","Vatika City Market",28.4020069,77.04553142,"5161740be4b0605d2e92c876","New Delhi","Delhi","Plaza","Plazas","null","India","null","null"
"Greater Kailash","Plaza","M Block G K 1",28.5487283,77.24005221,"4b8a7eabf964a5203a6f32e3","New Delhi","Delhi","Plaza","Plazas","null","M Block Greater Kailash Part 1",110048,"M Block Greater Kailash Part 1"
,"Plaza","Radisson Commercial Plaza",28.54462501,77.12065388,"4e1d164818a8e423cd527a82","New Delhi","Delhi","Plaza","Plazas","null","New Delhi","null","null"
"Sector 41-42","Plaza","Green Valley Plaza",28.47069768,77.29589401,"4dcf60d46365b852957609c1","New Delhi","Delhi","Plaza","Plazas","Sector 41-42","Green Valley (Sector 41-42)",121010,"Green Valley"
"Off National Highway 8","Plaza","Mirror Pool",28.50092925,77.08924147,"518f6f82498e54069be1e76d","New Delhi","Delhi","Plaza","Plazas","Off National Highway 8","@ Trident Hotel Gurgaon, 443 Udyog Vihar, Phase V (Off National Highway 8)",122016,"@ Trident Hotel Gurgaon, 443 Udyog Vihar, Phase V"
"Greater Kailash 2","Plaza","M Block Market",28.53406808,77.24350416,"4bfe9527f61dc9b6fda2a0de","New Delhi","Delhi","Plaza","Plazas","null","Greater Kailash 2","null","Greater Kailash 2"
,"Plaza","Vista Signature Hotel",28.46695096,77.05974905,"51e2a91e498e1896b853545b","New Delhi","Delhi","Plaza","Plazas","null","India","null","null"
"Noida","Plaza","Noida Gate",28.58266063,77.30158836,"4ce8eaf28ef78cfa92d69d9b","New Delhi","Delhi","Plaza","Plazas","null","Noida",201304,"Noida"
"Opposite Gurdwara Silaspur","Plaza","Mohan Vilaas",28.76769107,77.14619917,"4fec814ee4b077758467be8c","New Delhi","Delhi","Plaza","Plazas","Opposite Gurdwara Silaspur","Alipur (GT Karnal Road) (Opposite Gurdwara Silaspur)","null","Alipur (GT Karnal Road)"
"C.C.I.","Plaza","Bada Gol Chakkar, Kamla Nagar",28.69095417,77.20157999,"570a5162498e4d9b918fb8f6","New Delhi","Delhi","Plaza","Plazas","Kamla Nagar","Spark Mall and Multilevel Parking (Kamla Nagar)",110007,"Spark Mall and Multilevel Parking"
"Noida","Plaza","Sector 3, Noida",28.58332001,77.32099875,"4c29d41efe6e2d7fdc55553c","New Delhi","Delhi","Plaza","Plazas","null","Noida","null","null"
"CP","Plaza","B block",28.6342,77.2193,"5363c472498e268778eba609","New Delhi","Delhi","Plaza","Plazas","CP","CP","null","null"
,"Plaza","Oklha",28.62557813,77.21764857,"4ec2cb9c9a524f153f82d72f","New Delhi","Delhi","Plaza","Plazas","null","Delhi","null","null"
,"Plaza","SK Heights",28.59259981,77.29632039,"50a64f61e4b084fe42ad9349","New Delhi","Delhi","Plaza","Plazas","null","India","null","null"
"MGF Metropolis Mall","Plaza","Metropolis Plaza",28.479267,77.082055,"517d2d1ce4b0cb790600a698","New Delhi","Delhi","Plaza","Plazas","NH 148A","MGF Metropolis Mall (NH 148A)","null","MGF Metropolis Mall"
,"Plaza","Munirka",28.54108776,77.17541758,"4cdc12b83f6a8cfaf90defea","New Delhi","Delhi","Plaza","Plazas","null","India","null","null"
"Anand Vihar","Plaza","Karkardooma Community Centre",28.64858597,77.30207083,"5022915de4b0f661ab451238","New Delhi","Delhi","Plaza","Plazas","null","Opposite Metro Station",110092,"Opposite Metro Station"
,"Plaza","city centre market , ramprastha",28.66189924,77.32210258,"4fabd8cbe4b050ddfe0e168c","New Delhi","Delhi","Plaza","Plazas","null","India","null","null"
,"Club","Rail Niwas",28.64063025,77.21870401,"55320975498e4b7428b094e8","New Delhi","Delhi","Club House","Club Houses","null","India","null","null"
"Old Delhi railway station","Club","O2 gym",28.658,77.2182,"5432daa6498e3f805963e1d6","New Delhi","Delhi","Club House","Club Houses","null","Old Delhi railway station","null","Old Delhi railway station"
,"Club","Hotel Delhi Darshan",28.64651344,77.21217472,"5566e7de498e21a7463a7254","New Delhi","Delhi","Club House","Club Houses","null","India","null","null"
,"Club","hotel maha laxmi deluxe",28.5472662,77.12704773,"54077c97498ea68191e3278f","New Delhi","Delhi","Club House","Club Houses","null","India","null","null"
"Gurgaon","Club","Balance Gym (City Club)",28.49356,77.104535,"553d974a498eb49be185ded8","New Delhi","Delhi","Club House","Club Houses","null","Gurgaon","null","null"
,"Club","In House Club",28.44452395,77.10902269,"5533a32e498e398985898235","New Delhi","Delhi","Club House","Club Houses","null","India","null","null"
"Raisaina Road","Club","Press Club of India",28.61698731,77.21355234,"536d0fc6498e1e3e5ef35874","New Delhi","Delhi","Club House","Club Houses","null","Raisaina Road","null","Raisaina Road"
"Golf Course Extension Road","Residential","The Legend",28.41988566,77.07599691,"51d24a20498e5a40528d0cd7","New Delhi","Delhi","Residential Building (Apartment / Condo)","Residential Buildings (Apartments / Condos)","null","Golf Course Extension Road",122009,"Golf Course Extension Road"
,"Club","hotel corporate park",28.54286575,77.24198914,"52f4a92a498ec406abefbff0","New Delhi","Delhi","Club House","Club Houses","null","India","null","null"
"Nirman Bhawan","Club","Jamun Tree, Delhi Gymkhana",28.598837,77.204575,"5c0bdc754a7aae002c33db9e","New Delhi","Delhi","Club House","Club Houses","null","New Delhi 110011",110011,"null"
"Noida 201301","Club","Club Cascade",28.598366,77.39113,"5d748118371b690008b754bf","New Delhi","Delhi","Club House","Club Houses","null","Noida 201301",201301,"null"
"Near Varuna Mess","Club","Varidhi",28.57192742,77.1388457,"5707c872498e3d4a7e125bcc","New Delhi","Delhi","Club House","Club Houses","null","Near Varuna Mess","null","Near Varuna Mess"
,"Club","Barbeque Lawn- Club Patio",28.458572,77.066909,"56755ea8498e399d63fd2faa","New Delhi","Delhi","Club House","Club Houses","null","India","null","null"
"Cyber hub","Club","Canvas Laugh Club",28.494488,77.08891,"59b94d57a0215b42663db8c2","New Delhi","Delhi","Club House","Club Houses","null","Cyber hub",122002,"Cyber hub"
"Sector Zeta I","Club","CLUBHOUSE - PH",28.50300789,77.52057648,"55bdac1f498e3b36744e1183","New Delhi","Delhi","Club House","Club Houses","null","Sector Zeta I","null","Sector Zeta I"
"Baroda House","Club","M.P's Canteen",28.6219805,77.20067039,"5311f2e2498eb42eee531880","New Delhi","Delhi","Club House","Club Houses","Opp Ram Manohar Lohia Hospital","North Avenue (Opp Ram Manohar Lohia Hospital)",110001,"North Avenue"
"Gurugram 122001","Club","Gym @ Lemontree Hotel",28.468087,77.065232,"5a614a1bf427de6a204d7f31","New Delhi","Delhi","Club House","Club Houses","null","Gurugram 122001",122001,"null"
"Windsor Place","Club","women's press club",28.620011,77.218014,"530daf70498efb60d6d15bc2","New Delhi","Delhi","Club House","Club Houses","null","Windsor Place","null","Windsor Place"
,"Club","Manilal's Spot",28.56131876,77.16129176,"531b653e498e7d946ac486f4","New Delhi","Delhi","Club House","Club Houses","null","India","null","null"
,"Club","Onthec Gym",28.5968,77.365446,"56d308c1498ec38d46476ce6","New Delhi","Delhi","Club House","Club Houses","null","India","null","null"
"Amar Colony","Club","DCA's JCO Club",28.576801,77.23083,"58bbcefd0aac755b15265989","New Delhi","Delhi","Club House","Club Houses","null","New Delhi 110024",110024,"null"
,"Club","TDI Club",28.89415359,77.11750031,"53817f73498e22b2a682caca","New Delhi","Delhi","Club House","Club Houses","null","India","null","null"
,"Club","Hotel Mahesh Inn",28.64210116,77.21716014,"56da853c498e12e3c0dc61bc","New Delhi","Delhi","Club House","Club Houses","null","India","null","null"
"Baroda House","Event Space","American Center",28.62878672,77.22220542,"4d03393f30a58cfa4f5797e7","New Delhi","Delhi","Event Space","Event Spaces","Connaught Place","24 Kasturba Gandhi Marg (Connaught Place)",110001,"24 Kasturba Gandhi Marg"
"Old Ranjendra Nagar, Gobind Chailani Marg, Near in","Library","Sharda Study Centre",28.637685,77.185478,"52d650ae11d272455dae60ad","New Delhi","Delhi","Library","Libraries","Old Ranjendra Nagar, Gobind Chailani Marg, Near in","15/78, Basement (Old Ranjendra Nagar, Gobind Chailani Marg, Near in)","null","15/78, Basement"
"Avantika","Library","Jain Library",28.70291129,77.11760291,"56f1560d498e87a6c92bc596","New Delhi","Delhi","Library","Libraries","null","Pocket 4, Sector 7, Rohini",110085,"Pocket 4, Sector 7, Rohini"
"Gurugram 122002","Library","The Community Library Project - Agrasar",28.480959,77.09605,"5ad1dc4f2d2fd94cfd4e0d66","New Delhi","Delhi","Library","Libraries","null","Gurugram 122002",122002,"null"
"11 vishnu digamber marg","Library","Hindi Bhawan",28.63066692,77.23805958,"4e9d1a7dcc2132d67d222035","New Delhi","Delhi","Library","Libraries","11 vishnu digamber marg","Hindi Bhawan (11 vishnu digamber marg)","null","Hindi Bhawan"
,"Library","Indian Law Institute Library",28.6205354,77.23762175,"4de4a67ee4cd056f747741c0","New Delhi","Delhi","Library","Libraries","null","New Delhi","null","null"
"Baroda House","Library","National Archives Of India",28.61702834,77.21854682,"51382d11e4b0d152d7c62a7e","New Delhi","Delhi","Library","Libraries","null","Janpath",110001,"Janpath"
"MDI","Library","MDI Library",28.472803,77.058685,"59f06e4ed69ed0130b24b9ee","New Delhi","Delhi","College Library","College Libraries","null","MDI",122001,"MDI"
"The Economist Group, 12th Floor, Building 9B, DLF Cyber City, Phase 3","Library","The Economist Library",28.495197,77.093445,"5b2a2d4701bc5a002cd0ee02","New Delhi","Delhi","Library","Libraries","null","The Economist Group, 12th Floor, Building 9B, DLF Cyber City, Phase 3",122002,"The Economist Group, 12th Floor, Building 9B, DLF Cyber City, Phase 3"
"Distt. Court Complex  Saket   ","Library","Community Library",28.53491,77.22244,"59168a10da5e560914fc7c58","New Delhi","Delhi","Library","Libraries","null","New Delhi 110017",110017,"null"
"Near Up Dairy","Library","potential library",28.562264,77.213096,"5215948c11d28592dbaa0968","New Delhi","Delhi","Library","Libraries","Near Up Dairy","Gautam Nagar (Near Up Dairy)","null","Gautam Nagar"
"Ring Road","Library","National Medical Library",28.568316,77.217347,"5151944ce4b0cd7e61d441d3","New Delhi","Delhi","Library","Libraries","null","Ring Road","null","Ring Road"
"C.C.I.","Library","Ratan Tata Library",28.684954,77.20859,"59e9ce51cf72a01dab24a54d","New Delhi","Delhi","Library","Libraries","null","Delhi 110007",110007,"null"
"Baroda House","Cultural Center","Indira Gandhi National Center for the Arts (IGNCA)",28.61558253,77.22032084,"4b81226bf964a520ef9730e3","New Delhi","Delhi","Cultural Center","Cultural Centers","null","10, Janpath, CV Mess",110001,"10, Janpath, CV Mess"
"Air Force Station Tugalkabad","Pool","Country Club",28.50847522,77.21213937,"4dbd8a2fa86e0e98a1fcfb8c","New Delhi","Delhi","Pool","Pools","null","Sainik Farms",110062,"Sainik Farms"
,"Library","The Reading Room",28.494657,77.29251,"570a8b8c498e119ec4c62c49","New Delhi","Delhi","Library","Libraries","null","India","null","null"
,"Library","TERI Library, IHC",28.58843759,77.22585045,"540ea6d9498e320390411277","New Delhi","Delhi","Library","Libraries","null","India","null","null"
"Anand Parbat","Library","Kk Study Circle",28.64566,77.185659,"5ac0e136d0a14937e73e41d7","New Delhi","Delhi","Library","Libraries","null","New Delhi 110005",110005,"null"
,"Library","SAARC Documentation Centre",28.54191792,77.17949478,"560a5faf498ed03cc0b097c5","New Delhi","Delhi","Library","Libraries","null","India","null","null"
,"Library","Blessings Library",28.56163857,77.21085643,"5749a372498e503596a77781","New Delhi","Delhi","Library","Libraries","null","India","null","null"
,"Library","UHG Training Room A1",28.44344,77.056736,"4d772c9dbc888cfadcb1e573","New Delhi","Delhi","Library","Libraries","null","India","null","null"
"J.N.U.","Library","NISCAIR (National Institute of Science Communication and Information Resources)",28.54238802,77.18009007,"52e8dc04498ee577c717c889","New Delhi","Delhi","Library","Libraries","null","14, Satsang Vihar Marg",110067,"14, Satsang Vihar Marg"
"Carriapa RD","Library","TOI Library",28.59446995,77.14084625,"4e650d2acc3f7bb3744375b4","New Delhi","Delhi","Library","Libraries","Carriapa RD","Mall Rd (Carriapa RD)",11010,"Mall Rd"
,"Library","sapna niwas",28.56131577,77.21170873,"5200dcbd498e09938ca14de7","New Delhi","Delhi","Library","Libraries","null","India","null","null"
,"Library","Delnet (Developing Library Network)",28.5375,77.1564,"4fd6d6c8e4b0759f7369d40c","New Delhi","Delhi","Library","Libraries","null","Delhi","null","null"
,"Library","Ryan Library",28.47638321,77.51032257,"5100350fe4b0969596f9ac7e","New Delhi","Delhi","Library","Libraries","null","India","null","null"
"D block","Library","noida public library",28.5846131,77.31523125,"526b83b2498e8f0dfa377aa5","New Delhi","Delhi","Library","Libraries","D block","Sector 15 (D block)",201301,"Sector 15"
,"Library","Delhi Public Library",28.66130229,77.22409896,"513b0434e4b072536a2ef67a","New Delhi","Delhi","Library","Libraries","null","India","null","null"
,"Library","Accenture Library",28.49900644,77.4032209,"4fb9dbc7e4b0cb273ee257e6","New Delhi","Delhi","Library","Libraries","null","India","null","null"
"South city 1","Library","Unitech Club Library",28.42654286,77.0407581,"4dde734788779c82bec47ecc","New Delhi","Delhi","Library","Libraries","null","South city 1","null","South city 1"
"Ansari Road, Daryaganj","Library","Goyal foreign language bookshop",28.648282,77.242425,"522473e011d2da59bc961934","New Delhi","Delhi","Library","Libraries","Ansari Road, Daryaganj","16 (Ansari Road, Daryaganj)","null",16
,"Library","Library,A-block,MRIU",28.44919094,77.28860033,"4e8fdb09be7b7962e94f87c3","New Delhi","Delhi","Library","Libraries","null","India","null","null"
"X Y Z Hauz Khas","Library","Kay's Library",28.554613,77.208873,"4da48d237ccc816ee955947b","New Delhi","Delhi","College Library","College Libraries","null","X Y Z Hauz Khas","null","X Y Z Hauz Khas"
"Sector 3 office","Library","HCL library cum recreation room",28.579766,77.318402,"4cff50810457b1f7b2392b78","New Delhi","Delhi","Library","Libraries","null","Sector 3 office","null","Sector 3 office"
,"Library","Harish Chandra Tyagi Public Library",28.66143417,77.43945313,"51aee840498e9b2884a69e2c","New Delhi","Delhi","Library","Libraries","null","India","null","null"
"F-24 Nizamuddin West","Library","Reading Caterpillar",28.58735275,77.24658203,"526ca37711d2eaffcbddfcdc","New Delhi","Delhi","Library","Libraries","null","F-24 Nizamuddin West","null","F-24 Nizamuddin West"
"Old Rajendra Nagar","Library","Vision India Library",28.63910169,77.18302151,"51bf5db7498ea91cc6535f34","New Delhi","Delhi","Library","Libraries","Old Rajendra Nagar","Old Rajendra Nagar","null","null"
"Baroda House","Office","British Council",28.62690443,77.22215882,"4c89a2811eafb1f73da37335","New Delhi","Delhi","Office","Offices","null","17, Kasturba Gandhi Marg",110001,"17, Kasturba Gandhi Marg"
"Delhi High Court","Library","Delhi Public Library Bus",28.6047846,77.22858667,"4dff878e81dc5e4fd69e39f8","New Delhi","Delhi","Library","Libraries","A Block","Pandara Road (A Block)",110003,"Pandara Road"
"East Patel Nagar","Library","Delhi Public Library",28.639801,77.177784,"4d80983fa4e23704e540b7cc","New Delhi","Delhi","Library","Libraries","null","East Patel Nagar","null","East Patel Nagar"
"Brahampuri","Library","Hp Petrol Pump",28.67275847,77.25259101,"4d8ebf7fcb9b224b1d958c41","New Delhi","Delhi","Library","Libraries","Shastri park metro station","Kundan lal service sttion (Shastri park metro station)",110053,"Kundan lal service sttion"
,"Library","Delhi Public Library",28.64322803,77.17299141,"4e1714508877d38dc90ba7d5","New Delhi","Delhi","Library","Libraries","null","New Delhi","null","null"
,"Library","Delhi Public Library",28.64319893,77.17257142,"4e1768eb18a8166f7381277c","New Delhi","Delhi","College Library","College Libraries","null","Delhi","null","null"
,"Library","Sixteen celestial",28.62820989,77.2783716,"55fd4434498ee96807314c09","New Delhi","Delhi","Library","Libraries","null","India","null","null"
,"Library","Khabar Lahariya",28.53826332,77.19699097,"5527a796498ea157a1af0d9a","New Delhi","Delhi","Library","Libraries","null","India","null","null"
"Anand Parbat","Library","Delhi Public Library",28.66210427,77.18721628,"4ec396c7f5b9f024dfcc77b9","New Delhi","Delhi","Library","Libraries","New Rohtak Road , karol bagh","1C/49 (New Rohtak Road , karol bagh)",110005,"1C/49"
,"Library","Adhyayan Library",28.63795293,77.1846669,"5249b5ee11d2b8f587540c46","New Delhi","Delhi","Library","Libraries","null","Oct-18","null","Oct-18"
"A.G.C.R.","Hospital","G B Pant Hospital",28.63885463,77.23490497,"4eadfd0693ad7677a9420de8","New Delhi","Delhi","Hospital","Hospitals","null","Jawaharlal Nehru Marg, New Delhi, Delhi 110002",110002,"Jawaharlal Nehru Marg, New Delhi, Delhi 110002"
"Karol Bagh","Hospital","Sir Gangaram Hospital | ?? ??????? ???????",28.63860096,77.18888417,"4be7f5fe947820a1dc44b4db","New Delhi","Delhi","Hospital","Hospitals","Karol Bagh","Rajendra Nagar (Karol Bagh)","null","Rajendra Nagar"
"Rajiv Chowk","Hospital","Medanta - The Medicity",28.43965324,77.04110669,"4bff5c3c8f76b7138ff41fd5","New Delhi","Delhi","Hospital","Hospitals","Rajiv Chowk","Sector - 38 (Rajiv Chowk)",122001,"Sector - 38"
"Sector 26","Hospital","Apollo Hospital",28.57958633,77.33484092,"4f276827e4b0ca643f1a3e2d","New Delhi","Delhi","Hospital","Hospitals","null","Sector 26","null","Sector 26"
"Mathura Rd.","Hospital","Apollo Hospital",28.54122942,77.28350767,"4bc947663740b7139e995e65","New Delhi","Delhi","Hospital","Hospitals","null","Mathura Rd.","null","Mathura Rd."
,"Hospital","Max Super Speciality Hospital",28.52763271,77.21199691,"4bfd1bef4cf820a105ecebf4","New Delhi","Delhi","Hospital","Hospitals","null","India","null","null"
"Masood Pur","Hospital","Fortis hospital",28.51923407,77.16067041,"4c5d0b776ebe2d7fc2f0d12e","New Delhi","Delhi","Hospital","Hospitals","Abdul Gaffar Khan Marg & Aruna Asaf Ali","Aruna Asaf Ali Marg (Abdul Gaffar Khan Marg & Aruna Asaf Ali)",110070,"Aruna Asaf Ali Marg"
,"Hospital","Max Hospital",28.62942381,77.31975796,"4eeb4739e5fafd5e7178c756","New Delhi","Delhi","Hospital","Hospitals","null","India","null","null"
"Lajpat Nagar","Hospital","Metro Heart Institute",28.56474111,77.243335,"4cfcadeec6cca35ddbca9232","New Delhi","Delhi","Hospital","Hospitals","null","Lajpat Nagar","null","Lajpat Nagar"
,"Hospital","Braham Shakti Hospital",28.71179408,77.08008594,"4f6c90c6e4b068929ea2af2a","New Delhi","Delhi","Hospital","Hospitals","null","India","null","null"
"New Okhla Industrial Developme","Dentist's Office","Gunjan Polyclinic",28.57609105,77.34681358,"4d82f97e9324236a306f9b0e","New Delhi","Delhi","Dentist's Office","Dentist's Offices","null","New Okhla Industrial Developme","null","null"
"Dr. K.N Katju Marg","Hospital","ESI Hospital, Rohini",28.72716248,77.12562066,"4fb507ebe4b02faa1c6a3ccb","New Delhi","Delhi","Hospital","Hospitals","Dr. K.N Katju Marg","Sector 15, rohini (Dr. K.N Katju Marg)","null","Sector 15, rohini"
,"Hospital","Lal Bahadur shastri Hospital",28.61833809,77.31273504,"51e59673498e2d934ae8f33a","New Delhi","Delhi","Hospital","Hospitals","null","New Delhi","null","null"
"Gurgaon 122008","Office","CORE Diagnostics",28.50935554,77.09169666,"50e8173ae4b005f7a03ce780","New Delhi","Delhi","Office","Offices","null","Gurgaon 122008",122008,"null"
,"Medical","Fortis La Femme",28.52907893,77.2438204,"4ef1cdd682310969a76f6c18","New Delhi","Delhi","Medical Center","Medical Centers","null","India","null","null"
"Gurugram 122002","Physical Therapist","Aaradhya",28.478783,77.09631,"5a81502fa9e40206eae33736","New Delhi","Delhi","Physical Therapist","Physical Therapists","null","Gurugram 122002",122002,"null"
,"Hospital","Vimhans Hospital",28.56996145,77.25121596,"4ee71098f9abfc7229114f4b","New Delhi","Delhi","Hospital","Hospitals","null","India","null","null"
,"Doctor's Office","Dr Meeta's Clinic",28.55591511,77.20229869,"55ea88c6498eb1e2460edf89","New Delhi","Delhi","Doctor's Office","Doctor's Offices","null","India","null","null"
,"Dentist's Office","Dr. Batra",28.56522044,77.19079902,"529f148d11d267b874cc39e8","New Delhi","Delhi","Dentist's Office","Dentist's Offices","null","India","null","null"
"Pusa Road","Hospital","BLK Super Specialty Hospital",28.64339242,77.17958248,"514c1b15e4b00a5dfdd23735","New Delhi","Delhi","Hospital","Hospitals","null","Pusa Road","null","Pusa Road"
"Shalimar Bagh","Hospital","Fortis Hospital | ??????? ??????? , Shalimar Bagh",28.70944541,77.16976393,"4febeffbe4b0f6c08169afcc","New Delhi","Delhi","Hospital","Hospitals","Shalimar Bagh","Block A (Shalimar Bagh)","null","Block A"
"Sector 19","Hospital","MAX Hospital, Sector 19",28.57412949,77.32287284,"4cb93b95f50e224b6e7aecfb","New Delhi","Delhi","Hospital","Hospitals","null","Sector 19","null","Sector 19"
"Panchsheel Park","Hospital","Max Medcentre",28.54323493,77.21447111,"4c639c45de1b2d7fce4be570","New Delhi","Delhi","Hospital","Hospitals","Panchsheel Park","N Block (Panchsheel Park)","null","N Block"
"Paschim Vihar","Hospital","Sri Balaji Action Medical Institute",28.67418903,77.11083206,"4db19abbf7b1bd003ae046c5","New Delhi","Delhi","Hospital","Hospitals","null","Paschim Vihar","null","Paschim Vihar"
"Amberhai","Nutritionist","Diet Clinic Dwarka | Neha Chandel",28.58717373,77.043356,"5a7c18b0780eee5ceea80cb4","New Delhi","Delhi","Nutritionist","Nutritionists","Dwarka","522 Sec-11, Pocket 4, Sunview Appt (Dwarka)",110075,"522 Sec-11, Pocket 4, Sunview Appt"
"Dlf phase 3, Cyber City","Hospital","Medanta Medicity",28.49324026,77.08809496,"527e5a3511d24a5f323cd2ab","New Delhi","Delhi","Hospital","Hospitals","Dlf phase 3, Cyber City","Building Number 8 Tower A (Dlf phase 3, Cyber City)","null","Building Number 8 Tower A"
"Sohna Road","Hospital","Park Hospital",28.42004,77.04819,"4f9e824de4b0b34c454f7b06","New Delhi","Delhi","Hospital","Hospitals","Sohna Road","South City 2 (Sohna Road)","null","South City 2"
"New Okhla Industrial Developme","Hospital","Noida Medical Centre",28.5732927,77.34066156,"4e17e6c2a8097d08b2323497","New Delhi","Delhi","Hospital","Hospitals","null","New Okhla Industrial Developme","null","null"
"C-1, Sushant Lok - I, Sector 43","Hospital","Paras Hospital",28.45118748,77.08749718,"4b6d836cf964a52067792ce3","New Delhi","Delhi","Hospital","Hospitals","null","C-1, Sushant Lok - I, Sector 43","null","C-1, Sushant Lok - I, Sector 43"
"Tis Hazari","Hospital","St. Stephen's Hospital",28.66645352,77.21448898,"4db647200437fa536a53e602","New Delhi","Delhi","Hospital","Hospitals","null","Tis Hazari","null","Tis Hazari"
"Indirapuram, Ghaziabad","Hospital","Shanti Gopal Hospital",28.64177315,77.37897041,"4c88758797828cfaef609caa","New Delhi","Delhi","Hospital","Hospitals","null","Indirapuram, Ghaziabad","null","null"
"Lajpat Nagar IV","Hospital","Moolchand Hospital",28.56478246,77.24386338,"4c0665e391d776b0bfc3f8f9","New Delhi","Delhi","Hospital","Hospitals","null","Lajpat Nagar IV","null","Lajpat Nagar IV"
"East of Kailash","Hospital","National Heart Institute",28.557472,77.245623,"4d2fd68582fd54811fe7ada8","New Delhi","Delhi","Hospital","Hospitals","null","East of Kailash","null","East of Kailash"
,"Hospital","lal nursing home new railway road gurgaon",28.46663475,77.02735901,"51565287e4b0c7c75d413122","New Delhi","Delhi","Hospital","Hospitals","null","India","null","null"
"Safdarjung hospital","Hospital","Safdarjung hospital",28.56674443,77.20487024,"4c0090e8df6c0f478da98b22","New Delhi","Delhi","Hospital","Hospitals","null","Safdarjung hospital","null","Safdarjung hospital"
,"Doctor's Office","Sector 55 Noida",28.60420116,77.34893896,"50056219e4b08293c29fa085","New Delhi","Delhi","Doctor's Office","Doctor's Offices","null","India","null","null"
"Amberhai","Hospital","Venkateshwara Hospital",28.590045,77.038,"5b2e0e2162845c002430a099","New Delhi","Delhi","Hospital","Hospitals","null","New Delhi 110075",110075,"null"
,"Hospital","Holy Family Hospital",28.56125842,77.27545375,"4e76e31a7d8b917603b2b3d2","New Delhi","Delhi","Hospital","Hospitals","null","India","null","null"
,"Medical","Pratiksha Hospital",28.41857,77.09748,"57dd1cca498e8cf7339581bd","New Delhi","Delhi","Medical Center","Medical Centers","null","India","null","null"
