"Neighborhood","Venue Category","Venue","location_address","Neighborhood_Latitude","Neighborhood_Longitude","id","location_postalCode","location_city","location_state","location_country","location_formattedAddress","categories_name","categories_pluralName","categories_shortName","location_crossStreet","location_neighborhood",,,,,,,,
"Kalina, off Western Express Highway","Hotel","Grand Hyatt Mumbai Hotel & Residences","Bandra Kurla Complex Vicinity",19.07678226,72.84323683,"51763d4a498e5c19dd81b511",400055,"Mumbai","Maharashtra","India","Bandra Kurla Complex Vicinity (Kalina, off Western Express Highway)","Hotel","Hotels","Hotel","Kalina, off Western Express Highway","Kalina, off Western Express Highway",,,,,,,,
"Lower Parel","Gourmet","Foodhall","3rd Floor, Palladium Mall, Lower Parel",18.99438374,72.82422405,"4e1d6e2062e1f8a446cdbeaf",400013,"Mumbai","Maharashtra","India","3rd Floor, Palladium Mall, Lower Parel","Gourmet Shop","Gourmet Shops","Gourmet","null","Lower Parel",,,,,,,,
"D N Road, Hutatama Chowk","Desserts","Volga Paan Wala","Near hornimon circle, Fort",18.93231464,72.83249696,"4bc1ccdff8219c74f1c6b310","null","Mumbai","Maharashtra","India","Near hornimon circle, Fort (D N Road, Hutatama Chowk)","Dessert Shop","Dessert Shops","Desserts","D N Road, Hutatama Chowk","D N Road, Hutatama Chowk",,,,,,,,
,"Gourmet","r. k. pork","null",19.2477895,72.84889105,"5711f461498eb84e83d6fa9c","null","Mumbai","Maharashtra","India","India","Gourmet Shop","Gourmet Shops","Gourmet","null",,,,,,,,,
"Junction of Kolbad Road & LBS Road","Gourmet","Arora Egg Shop","Naralipada",19.20809837,72.97465162,"506ee016e4b0ebbd347ac02f","null","Mumbai","Maharashtra","India","Naralipada (Junction of Kolbad Road & LBS Road)","Gourmet Shop","Gourmet Shops","Gourmet","Junction of Kolbad Road & LBS Road","Junction of Kolbad Road & LBS Road",,,,,,,,
,"Gourmet","Flour Magick","null",19.05166103,72.82466929,"51c6d38a498e562c2f74e910","null","Mumbai","Maharashtra","India","India","Gourmet Shop","Gourmet Shops","Gourmet","null",,,,,,,,,
"Crawford Market","Gourmet","arife - la moulde","Crawford Market",19.0606592,72.89710813,"4fe985bce4b0706aa90db4b8","null","Mumbai","Maharashtra","India","Crawford Market","Gourmet Shop","Gourmet Shops","Gourmet","null","Crawford Market",,,,,,,,
"Cubic Mall","Gourmet","Godrej Nature's Basket","Cubic Mall",19.045674,72.902959,"599052616bdee65263c3a9a1",400074,"Mumbai","Maharashtra","India","Cubic Mall","Gourmet Shop","Gourmet Shops","Gourmet","null","Cubic Mall",,,,,,,,
"S.V. Road, Andheri West","Gourmet","Kashmir Dry Fruit Store","Shop No. 223",19.12199,72.846183,"5676860e498e5bd075ab6040",400058,"Mumbai","Maharashtra","India","Shop No. 223 (S.V. Road, Andheri West)","Gourmet Shop","Gourmet Shops","Gourmet","S.V. Road, Andheri West","S.V. Road, Andheri West",,,,,,,,
,"Gourmet","Amritbhog","null",19.18383191,72.84915645,"4f899db2e4b076717af61f27","null","Mumbai","Maharashtra","India","India","Gourmet Shop","Gourmet Shops","Gourmet","null",,,,,,,,,
"Kolbad Road","Gourmet","Everyday Eggs & Chicken","Elimar Niketen,",19.20406342,72.97612762,"50ced89ce4b00043631fd58c","null","Mumbai","Maharashtra","India","Elimar Niketen, (Kolbad Road)","Gourmet Shop","Gourmet Shops","Gourmet","Kolbad Road","Kolbad Road",,,,,,,,
,"Gourmet","Tastee Nuts","null",18.96414,72.80832,"4f7970b3e4b0488e30bac196","null","Mumbai","Maharashtra","India","India","Gourmet Shop","Gourmet Shops","Gourmet","null",,,,,,,,,
,"Gourmet","Ribbons & Balloons Cake Shop","null",19.21845001,73.08799393,"4e5e59ad22718258c48d01e0","null","Mumbai","Maharashtra","India","India","Gourmet Shop","Gourmet Shops","Gourmet","null",,,,,,,,,
,"Gourmet","Vijay Stores","null",18.97193175,72.80575987,"518522ed498e8375f14ecc85","null","Mumbai","Maharashtra","India","India","Gourmet Shop","Gourmet Shops","Gourmet","null",,,,,,,,,
,"Gourmet","Philip's Coffee & Tea","null",18.964108,72.815893,"5618aede498e5b08a6f97e33","null","Mumbai","Maharashtra","India","India","Gourmet Shop","Gourmet Shops","Gourmet","null",,,,,,,,,
,"Gourmet","Vjai","null",19.04019151,72.84546969,"51c596a2498e7b8d46c21ec4","null","Mumbai","Maharashtra","India","India","Gourmet Shop","Gourmet Shops","Gourmet","null",,,,,,,,,
"Kalyan","Gourmet","Monginis Kalyan","null",19.23782475,73.12936215,"4eb2a89c6c25aecd471c2c8b","null","Mumbai","Maharashtra","India","India","Gourmet Shop","Gourmet Shops","Gourmet","null","Kalyan",,,,,,,,
,"Gourmet","khamkar Masale","null",18.99068145,72.83483026,"4f507f3de4b0771bccac6e04","null","Mumbai","Maharashtra","India","India","Gourmet Shop","Gourmet Shops","Gourmet","null",,,,,,,,,
"M G Road","Gourmet","Eatwell Mulund","M G Road",19.17383934,72.95378167,"4e8dd75677c8aa87072a2feb",400080,"Mumbai","Maharashtra","India","M G Road","Gourmet Shop","Gourmet Shops","Gourmet","null","M G Road",,,,,,,,
"Kolbad Cross Road","Gourmet","Aapli Aawad","Kolbad Cross Road",19.20749619,72.97447863,"504d99fce4b086a8faf5e66f","null","Mumbai","Maharashtra","India","Kolbad Cross Road","Gourmet Shop","Gourmet Shops","Gourmet","null","Kolbad Cross Road",,,,,,,,
,"Gourmet","center one","null",19.23645782,72.8554306,"535675e511d29d8a67e754b2","null","Mumbai","Maharashtra","India","India","Gourmet Shop","Gourmet Shops","Gourmet","null",,,,,,,,,
,"Gourmet","sarvodaya masala co.","null",19.23402977,72.85352325,"513b3245e4b0e5f9d92b586a","null","Mumbai","Maharashtra","India","India","Gourmet Shop","Gourmet Shops","Gourmet","null",,,,,,,,,
,"Gourmet","Rajat Stores","null",18.954591,72.798454,"5210628811d2eb96a6215833","null","Mumbai","Maharashtra","India","India","Gourmet Shop","Gourmet Shops","Gourmet","null",,,,,,,,,
,"Gourmet","New Ram Krishna Dairy Farm","null",19.11406708,72.87116241,"51a70e2b498eb7588aa2d1ca","null","Mumbai","Maharashtra","India","India","Gourmet Shop","Gourmet Shops","Gourmet","null",,,,,,,,,
"Marol","Gourmet","Rashtriya dairy farm","Marol",19.1108943,72.86310297,"4eac0c216da1cafdae956662","null","Mumbai","Maharashtra","India","Marol","Gourmet Shop","Gourmet Shops","Gourmet","null","Marol",,,,,,,,
,"Gourmet","Tiffany","null",19.10732131,72.84012118,"4fcb11f8e4b088c92df0d28e","null","Mumbai","Maharashtra","India","India","Gourmet Shop","Gourmet Shops","Gourmet","null",,,,,,,,,
"Mah?r?shtra","Gourmet","Venus!","null",19.2351377,72.84264448,"4e26ee261f6eb1ae139a26cb","null","Mumbai","Maharashtra","India","Mah?r?shtra","Gourmet Shop","Gourmet Shops","Gourmet","null","Mah?r?shtra",,,,,,,,
,"Gourmet","centre point","null",19.24680157,72.85041421,"4f7fed3ce4b0fdf500de3c82","null","Mumbai","Maharashtra","India","India","Gourmet Shop","Gourmet Shops","Gourmet","null",,,,,,,,,
,"Gourmet","Food Shop","null",18.97049477,72.8066947,"5002bac8e4b0a4b26d6ab4fa","null","Mumbai","Maharashtra","India","India","Gourmet Shop","Gourmet Shops","Gourmet","null",,,,,,,,,
"295, Crawford Market","Gourmet","Lobo stores","295, Crawford Market",18.94934741,72.83454176,"50d02371e4b04dd3b3708da9","null","Mumbai","Maharashtra","India","295, Crawford Market","Gourmet Shop","Gourmet Shops","Gourmet","null","295, Crawford Market",,,,,,,,
"Near Vinod Rao Ghadge Chowk","Gourmet","Godrej Nature's Basket","Worli Sea link",19.00225035,72.81335959,"4cf0fcd8cc61a35dac0f129e","null","Mumbai","Maharashtra","India","Worli Sea link (Near Vinod Rao Ghadge Chowk)","Gourmet Shop","Gourmet Shops","Gourmet","Near Vinod Rao Ghadge Chowk","Near Vinod Rao Ghadge Chowk",,,,,,,,
"Prabhadevi","Gourmet","Godrej Nature's Basket","Century Mall",19.012846,72.823869,"53528d58498edd0b05d876e8","null","Mumbai","Maharashtra","India","Century Mall (Prabhadevi)","Gourmet Shop","Gourmet Shops","Gourmet","Prabhadevi","Prabhadevi",,,,,,,,
"Bhulabhai Desai Road","Gourmet","twist & treat","Bhulabhai Desai Road",18.971765,72.805009,"5bfa482281635b002cd16a4b",400026,"Mumbai","Maharashtra","India","Bhulabhai Desai Road","Gourmet Shop","Gourmet Shops","Gourmet","null","Bhulabhai Desai Road",,,,,,,,
,"Gourmet","Chheda Dry Fruits","null",19.0292397,72.84083663,"4f1e4237e4b06f7f31a00465","null","Mumbai","Maharashtra","India","India","Gourmet Shop","Gourmet Shops","Gourmet","null",,,,,,,,,
"Bandra West","Gourmet","Sante","Pali Market",19.06092971,72.82682334,"4c13631ea9c220a1bda9559d","null","Mumbai","Maharashtra","India","Pali Market (Bandra West)","Gourmet Shop","Gourmet Shops","Gourmet","Bandra West","Bandra West",,,,,,,,
"V.P.Road, Opp Sikka Nagar,","Gourmet","peppillon","139, Earth Pride,",18.95633494,72.82258049,"5052c677e4b0ed8a0723335d",400004,"Mumbai","Maharashtra","India","139, Earth Pride, (V.P.Road, Opp Sikka Nagar,)","Gourmet Shop","Gourmet Shops","Gourmet","V.P.Road, Opp Sikka Nagar,","V.P.Road, Opp Sikka Nagar,",,,,,,,,
"Link Road","Gourmet","Cafe Foodhall","Central",19.164276,72.834436,"5ac0fc75c62b4969633d9bb0",400090,"Mumbai","Maharashtra","India","Central (Link Road)","Gourmet Shop","Gourmet Shops","Gourmet","Link Road","Link Road",,,,,,,,
,"Gourmet","Godrej Nature's Basket","null",19.10004525,72.91673718,"514da3a8e4b03aaaec92af17","null","Mumbai","Maharashtra","India","India","Gourmet Shop","Gourmet Shops","Gourmet","null",,,,,,,,,
"Viviana Mall","Gourmet","The Boston Cupcakery","Viviana Mall",19.208386,72.972033,"57bdc0f7498e6db4061ef2be",400601,"Mumbai","Maharashtra","India","Viviana Mall","Gourmet Shop","Gourmet Shops","Gourmet","null","Viviana Mall",,,,,,,,
"Crawford Market","Gourmet","Aride - La Moulde","Crawford Market",18.9479351,72.8343811,"4fe98474e4b05f16d5f10746","null","Mumbai","Maharashtra","India","Crawford Market","Gourmet Shop","Gourmet Shops","Gourmet","null","Crawford Market",,,,,,,,
"SVP Road"," Kandivali West","Gourmet","Siddhi Dry Fruits Shop","Chintamani Apt"," Opp SVP Garden",,19.1994595,72.8454128,"4f5ca8ebe4b03a6a12871570",40067,"Mumbai","Maharashtra","India","Chintamani Apt"," Opp SVP Garden"," (SVP Road"," Kandivali West)","Gourmet Shop","Gourmet Shops","Gourmet","SVP Road"," Kandivali West","SVP Road"," Kandivali West"
,"Gourmet","Celejor","null",19.07292385,72.83148948,"50c46ed0e4b065e8ec792725","null","Mumbai","Maharashtra","India","India","Gourmet Shop","Gourmet Shops","Gourmet","null",,,,,,,,,
,"Gourmet","Insomniac Cook HQ","null",19.18778562,72.83517068,"56a8a845498e81ce0787c719","null","Mumbai","Maharashtra","India","India","Gourmet Shop","Gourmet Shops","Gourmet","null",,,,,,,,,
"Juhu","Gourmet","Gangor","Gulmohar Road",19.11265099,72.84120012,"4dc2cc32ae60966750b2b081",400052,"Mumbai","Maharashtra","India","Gulmohar Road (Juhu)","Gourmet Shop","Gourmet Shops","Gourmet","Juhu","Juhu",,,,,,,,
,"Gourmet","ketkar caterers","null",19.01765251,72.8469162,"52706921498e5f8e74a68491","null","Mumbai","Maharashtra","India","India","Gourmet Shop","Gourmet Shops","Gourmet","null",,,,,,,,,
,"Market","Gol building","null",19.06592025,72.87740248,"50d8674be4b0b7ab8cb51d15","null","Mumbai","Maharashtra","India","India","Market","Markets","Market","null",,,,,,,,,
"Mafco Road","Market","APMC Market","Sector # 19,",19.07030046,73.00787019,"4c07584a0e0a2d7f3a3eed0c",400703,"Mumbai","Maharashtra","India","Sector # 19, (Mafco Road)","Market","Markets","Market","Mafco Road","Mafco Road",,,,,,,,
,"Market","Matunga market","null",19.02726603,72.85126809,"4d983dc0a2c65481bbfeec53","null","Mumbai","Maharashtra","India","India","Market","Markets","Market","null",,,,,,,,,
"Malad West","Arcade","Natraj Market","Malad Railway Station",19.18766526,72.8467967,"4c13993b77cea5936f06cf60",400064,"Mumbai","Maharashtra","India","Malad Railway Station (Malad West)","Arcade","Arcades","Arcade","Malad West","Malad West",,,,,,,,
"Nr Ghatkopar Station","Market","milan market ghatkopar","Nr Ghatkopar Station",19.11866379,72.8996048,"526799c911d2e5edb070bc08","null","Mumbai","Maharashtra","India","Nr Ghatkopar Station","Market","Markets","Market","null","Nr Ghatkopar Station",,,,,,,,
,"Department Store","DAMart","null",19.29349916,72.84925453,"526a89c2498e0135bec092a9","null","Mumbai","Maharashtra","India","India","Department Store","Department Stores","Department Store","null",,,,,,,,,
"Kolshet Gaw Road","Market","Kolshet Super Market","Near Canara Bank",19.23698639,72.99091264,"56eb9d87498e9b717623a6bd",400607,"Mumbai","Maharashtra","India","Near Canara Bank (Kolshet Gaw Road)","Market","Markets","Market","Kolshet Gaw Road","Kolshet Gaw Road",,,,,,,,
,"Market","John paul sports","null",19.084048,72.996226,"532ad678498e6e33c1e1ff9e","null","Mumbai","Maharashtra","India","India","Market","Markets","Market","null",,,,,,,,,
,"Market","anwarally's","null",19.05580817,72.83370513,"548d4603498eb00d712809a9","null","Mumbai","Maharashtra","India","India","Market","Markets","Market","null",,,,,,,,,
,"Market","Maruti general Stores","null",19.212416,72.955843,"519b099d498e6905c1325f4b","null","Mumbai","Maharashtra","India","India","Market","Markets","Market","null",,,,,,,,,
,"Market","Appetiit","null",18.981619,72.82641,"520cae7a11d2451055318edf","null","Mumbai","Maharashtra","India","India","Market","Markets","Market","null",,,,,,,,,
,"Market","Shariff Mutton Shop","null",19.022284,72.861683,"524fbb14498e9b7ee8d7ef8b","null","Mumbai","Maharashtra","India","India","Market","Markets","Market","null",,,,,,,,,
"Uran Panvel Rd.","Market","Uran Bazar","Uran Panvel Rd.",18.87928931,72.93783531,"4f64a3dae4b0c7552cf3c045","null","Mumbai","Maharashtra","India","Uran Panvel Rd.","Market","Markets","Market","null","Uran Panvel Rd.",,,,,,,,
,"Market","standard broilers","null",19.06359482,72.82463837,"5151c0bfe4b09ffa3adbb476","null","Mumbai","Maharashtra","India","India","Market","Markets","Market","null",,,,,,,,,
,"Market","Kalamboli Steel Market","null",19.04151633,73.10592415,"516d2be3e4b00dc08c9a8e90","null","Mumbai","Maharashtra","India","India","Market","Markets","Market","null",,,,,,,,,
,"Market","Shree Samarth Fireworks","null",18.99227531,73.11474754,"522ee30e11d25b42cfadc4d9","null","Mumbai","Maharashtra","India","India","Market","Markets","Market","null",,,,,,,,,
"Narshi Natha Street","Market","Siddharth Trading Company","229/231",18.9550065,72.83751324,"52ff60cc498eaaf9c5537f6d",400009,"Mumbai","Maharashtra","India","229/231 (Narshi Natha Street)","Market","Markets","Market","Narshi Natha Street","Narshi Natha Street",,,,,,,,
,"Market","khetwani traders. ar street.","null",18.94901243,72.83293645,"52e0b858498eab386d51a448","null","Mumbai","Maharashtra","India","India","Market","Markets","Market","null",,,,,,,,,
"Khar","Market","Khar Garments Wholesale Market","Khar",19.068102,72.835434,"53624276498eb0d58498bd74","null","Mumbai","Maharashtra","India","Khar","Market","Markets","Market","null","Khar",,,,,,,,
,"Market","Kopar Khairane Sector 15 Market","null",19.10206469,73.00349398,"52bbe92711d2597fef1f5e0d","null","Mumbai","Maharashtra","India","India","Market","Markets","Market","null",,,,,,,,,
"Masjid Bunder","Market","ishwar market","Opposite Mangaldas Market",18.94358063,72.83431244,"5297216011d299f42c661f2b",400002,"Mumbai","Maharashtra","India","Opposite Mangaldas Market (Masjid Bunder)","Market","Markets","Market","Masjid Bunder","Masjid Bunder",,,,,,,,
"Kalamboli Link Road","Market","Marble Market","Kalamboli Link Road",19.022539,73.10481184,"510221fbe4b054009a8c628c",410218,"Mumbai","Maharashtra","India","Kalamboli Link Road","Market","Markets","Market","null","Kalamboli Link Road",,,,,,,,
"Kalamboli Link Road","Market","Marble Market","Kalamboli Link Road",19.03620777,73.08025313,"51022174e4b02714c24b8c85",410218,"Mumbai","Maharashtra","India","Kalamboli Link Road","Market","Markets","Market","null","Kalamboli Link Road",,,,,,,,
,"Fruit & Vegetable Store","Vakola Market","null",19.08122221,72.85453937,"4fbf41e7e4b027867db15799","null","Mumbai","Maharashtra","India","India","Fruit & Vegetable Store","Fruit & Vegetable Stores","Fruit & Vegetable Store","null",,,,,,,,,
,"Market","Gandhi Market","null",19.0807593,72.904157,"4f2b8968e4b0de3552ac0358","null","Mumbai","Maharashtra","India","India","Market","Markets","Market","null",,,,,,,,,
,"Market","Elco Market","null",19.05577275,72.83305313,"53ca2d5e498e889ccf2793b1","null","Mumbai","Maharashtra","India","India","Market","Markets","Market","null",,,,,,,,,
"Hajiyali","Market","Heerapanna","Hajiyali",18.97731258,72.81035897,"4ce8dc42f3bda1430fa5bce4","null","Mumbai","Maharashtra","India","Hajiyali","Market","Markets","Market","null","Hajiyali",,,,,,,,
,"Market","khumbarwada","null",18.95772344,72.82713312,"52be9755498ea03abfd51d08","null","Mumbai","Maharashtra","India","India","Market","Markets","Market","null",,,,,,,,,
,"Market","Janta Market","null",19.04068879,73.0196013,"4c201590b306c9288a7c69b7","null","Mumbai","Maharashtra","India","Navi Mumbai","Market","Markets","Market","null",,,,,,,,,
,"Market","Sector 15 Market","null",19.07866241,72.99794721,"52b6fab3498eb0d6a2ccb361","null","Mumbai","Maharashtra","India","India","Market","Markets","Market","null",,,,,,,,,
,"Market","Sion Bandra Likn Road","null",19.04820949,72.8574933,"51cd1ca4498e3a715943ee60","null","Mumbai","Maharashtra","India","India","Market","Markets","Market","null",,,,,,,,,
"Parel","Market","Parel Municipal Market","null",19.006187,72.83829,"567f6aef498eb9bf7ef87920","null","Mumbai","Maharashtra","India","India","Market","Markets","Market","null","Parel",,,,,,,,
,"Market","Reliance Market","null",19.047904,73.024368,"55d6fbf7498e2dc0ee9092a8","null","Mumbai","Maharashtra","India","India","Market","Markets","Market","null",,,,,,,,,
"Cumballa Hill","Market","Gupta Organic Farm Market","null",18.970952,72.804651,"59ead6ca31fd141cd41f9b36",400026,"Mumbai","Maharashtra","India","Mumbai 400026","Market","Markets","Market","null","Cumballa Hill",,,,,,,,
,"Market","Furniture Market","null",19.23209251,73.1621667,"51f37617498eab5958d48834","null","Mumbai","Maharashtra","India","India","Market","Markets","Market","null",,,,,,,,,
,"Market","Irla","null",19.10839033,72.83827485,"525921b5498e5585cc83ce45","null","Mumbai","Maharashtra","India","India","Market","Markets","Market","null",,,,,,,,,
"Belapur","Market","Belapur Fish Market","Belapur",19.01264044,73.04021355,"51285463e4b020f711deb747","null","Mumbai","Maharashtra","India","Belapur","Market","Markets","Market","null","Belapur",,,,,,,,
"Kandivali","Market","Kandivali market","null",19.20694428,72.84226343,"4e22eebad22d0a3f5a06f40a","null","Mumbai","Maharashtra","India","Mumbai","Market","Markets","Market","null","Kandivali",,,,,,,,
"Nerul","Market","Shiravane","Nerul",19.04739428,73.0185711,"50f3ce21e4b048197ef18e3e",400706,"Mumbai","Maharashtra","India","Nerul","Market","Markets","Market","null","Nerul",,,,,,,,
"Chembur","Market","Chembur Veggie Market","null",19.06318477,72.89842909,"50cdef6ae4b0bc9a5f0baf96","null","Mumbai","Maharashtra","India","India","Market","Markets","Market","null","Chembur",,,,,,,,
"Near Gossip Cafe","Market","Mahesh Egg's Centre","Eksar Road",19.23932092,72.84304066,"513382a2e4b09012a08ad6f0","null","Mumbai","Maharashtra","India","Eksar Road (Near Gossip Cafe)","Market","Markets","Market","Near Gossip Cafe","Near Gossip Cafe",,,,,,,,
,"Market","GulabBhai Mutton Shop","null",19.17911,72.842345,"58b269c6fc73d40cf7b25ab6","null","Mumbai","Maharashtra","India","India","Market","Markets","Market","null",,,,,,,,,
"Abdul Hamid Marg, Malvani, Malad East","Market","Malvani market","Abdul Hamid Marg, Malvani, Malad East",19.18530067,72.8188991,"4dd36dec52b1f6bad4076340","null","Mumbai","Maharashtra","India","Abdul Hamid Marg, Malvani, Malad East","Market","Markets","Market","null","Abdul Hamid Marg, Malvani, Malad East",,,,,,,,
"Bhandarkar RD","Stationery Store","Compuscroll India Pvt Ltd","Old Mahavir Building Ground Floor",19.02870615,72.8523066,"541aaf07498e3e9f1cc5255a",400019,"Mumbai","Maharashtra","India","Old Mahavir Building Ground Floor (Bhandarkar RD)","Stationery Store","Stationery Stores","Stationery Store","Bhandarkar RD","Bhandarkar RD",,,,,,,,
,"Stationery Store","Jeenam Paper Mart","null",19.236552,72.970646,"531c87fa498ef71ec62f8d2c","null","Mumbai","Maharashtra","India","India","Stationery Store","Stationery Stores","Stationery Store","null",,,,,,,,,
"Navagoan","Stationery Store","Jai Bharat Stationery Store","Borivali (W)",19.25012,72.855877,"5310bea0498eb843513b5963","null","Mumbai","Maharashtra","India","Borivali (W) (Navagoan)","Stationery Store","Stationery Stores","Stationery Store","Navagoan","Navagoan",,,,,,,,
"30th Road, Bandra West","Stationery Store","PropShop24","3 Hari Niwas, Behind Amarsons",19.061681,72.836222,"56bc2c3a498e0a63f95ec8e1",400050,"Mumbai","Maharashtra","India","3 Hari Niwas, Behind Amarsons (30th Road, Bandra West)","Stationery Store","Stationery Stores","Stationery Store","30th Road, Bandra West","30th Road, Bandra West",,,,,,,,
"Opp. Mangla High School , Kopri","Stationery Store","Mahalakshmi typing & xerox center","Shop No. 5&6",19.18385319,72.97693515,"53b6d915498e8b9d660c91f1",400603,"Mumbai","Maharashtra","India","Shop No. 5&6 (Opp. Mangla High School , Kopri)","Stationery Store","Stationery Stores","Stationery Store","Opp. Mangla High School , Kopri","Opp. Mangla High School , Kopri",,,,,,,,
,"Stationery Store","Citizen","null",19.13902855,72.86620331,"53c27ef5498e7ac838940842","null","Mumbai","Maharashtra","India","India","Stationery Store","Stationery Stores","Stationery Store","null",,,,,,,,,
,"Stationery Store","City Gift","null",19.22302134,72.9697904,"530b4245498e7bbc8c3d64d7","null","Mumbai","Maharashtra","India","India","Stationery Store","Stationery Stores","Stationery Store","null",,,,,,,,,
"Liberty Garden","Stationery Store","Rahul Stationary","Liberty Garden",19.18600845,72.84294128,"53969d58498e71ebadc7af46","null","Mumbai","Maharashtra","India","Liberty Garden","Stationery Store","Stationery Stores","Stationery Store","null","Liberty Garden",,,,,,,,
,"Stationery Store","Navrang Books & Stationery","null",19.181211,72.94066,"57f3c01b498e2e6319d345bf","null","Mumbai","Maharashtra","India","India","Stationery Store","Stationery Stores","Stationery Store","null",,,,,,,,,
"Eastern Express Highway","Stationery Store","William Penn","Viviana Mall",19.208681,72.97168,"56910fa8498eaaf5a95052f1","null","Mumbai","Maharashtra","India","Viviana Mall (Eastern Express Highway)","Stationery Store","Stationery Stores","Stationery Store","Eastern Express Highway","Eastern Express Highway",,,,,,,,
"Cama Lane, Ghatkopar (W)","Stationery Store","Suryoday Stores","Shop No 5, Neelkanth Shopping Centre",19.08411031,72.90469922,"55dc2225498e71bece02bca0",400086,"Mumbai","Maharashtra","India","Shop No 5, Neelkanth Shopping Centre (Cama Lane, Ghatkopar (W))","Stationery Store","Stationery Stores","Stationery Store","Cama Lane, Ghatkopar (W)","Cama Lane, Ghatkopar (W)",,,,,,,,
,"Stationery Store","Mystic Endeavour","null",19.25347328,72.97316742,"5389c092498e379b2c86bc35","null","Mumbai","Maharashtra","India","India","Stationery Store","Stationery Stores","Stationery Store","null",,,,,,,,,
"Gokhale Hall","Stationery Store","Shree Seva Enterprises","4, Shreekrishna Narayan Sadan, Near Gokhale Hall",18.98900335,73.10901324,"53881be7498e450b0a1ff39e",410206,"Mumbai","Maharashtra","India","4, Shreekrishna Narayan Sadan, Near Gokhale Hall","Stationery Store","Stationery Stores","Stationery Store","null","Gokhale Hall",,,,,,,,
,"Stationery Store","Rakesh Books And Stationeries Co. Pvt. Ltd.","null",18.99390221,73.1136322,"53a82c63498eaed829c15415","null","Mumbai","Maharashtra","India","India","Stationery Store","Stationery Stores","Stationery Store","null",,,,,,,,,
,"Stationery Store","Hitesh","null",19.144969,72.823671,"561ba9d6498e7e6fc417bfa3","null","Mumbai","Maharashtra","India","India","Stationery Store","Stationery Stores","Stationery Store","null",,,,,,,,,
,"Stationery Store","aarti stores","null",18.94988348,72.8013742,"56756a15498e64d8f38b3ee5","null","Mumbai","Maharashtra","India","India","Stationery Store","Stationery Stores","Stationery Store","null",,,,,,,,,
"Colaba","Stationery Store","William Penn","Shop No 13-B, Cusrow Baug",18.92023914,72.82988542,"54a93437498e7bfcc09668ef","null","Mumbai","Maharashtra","India","Shop No 13-B, Cusrow Baug (Colaba)","Stationery Store","Stationery Stores","Stationery Store","Colaba","Colaba",,,,,,,,
"Cama Lane, Ghatkopar (W)","Stationery Store","Suryoday Stores","Shop No 5, Neelkanth Shopping Centre",19.08432388,72.90444183,"55dc22ba498e52dc4116b461",400086,"Mumbai","Maharashtra","India","Shop No 5, Neelkanth Shopping Centre (Cama Lane, Ghatkopar (W))","Stationery Store","Stationery Stores","Stationery Store","Cama Lane, Ghatkopar (W)","Cama Lane, Ghatkopar (W)",,,,,,,,
,"Stationery Store","mxerox","null",19.068746,72.997565,"54893819498efbecf5a2a500","null","Mumbai","Maharashtra","India","India","Stationery Store","Stationery Stores","Stationery Store","null",,,,,,,,,
,"Stationery Store","Pooja Stationaries","null",19.22227097,72.97301483,"536e2a12498e12cb19c61ed3","null","Mumbai","Maharashtra","India","India","Stationery Store","Stationery Stores","Stationery Store","null",,,,,,,,,
"Sadhu T L Vaswani Marg, Cuffe Parade","Stationery Store","Darshan Stationery & Cerox","World Trade Centre Arcade",18.915195,72.817467,"59fdb7a64c954c216999d059",400005,"Mumbai","Maharashtra","India","World Trade Centre Arcade (Sadhu T L Vaswani Marg, Cuffe Parade)","Stationery Store","Stationery Stores","Stationery Store","Sadhu T L Vaswani Marg, Cuffe Parade","Sadhu T L Vaswani Marg, Cuffe Parade",,,,,,,,
"Navghar","Stationery Store","Kirti Book Depot","Opposite Navghar ST depot",19.37722164,72.82795246,"537ae393498ee446ae5e74f9",401202,"Mumbai","Maharashtra","India","Opposite Navghar ST depot (Navghar)","Stationery Store","Stationery Stores","Stationery Store","Navghar","Navghar",,,,,,,,
"Andheri East","Office","Anupam Private Limited","7, Ground Floor, Trivedi Niwas, Near Pinky Cinema",19.12312369,72.84795638,"56a23fd9498e82cc580871e3",400069,"Mumbai","Maharashtra","India","7, Ground Floor, Trivedi Niwas, Near Pinky Cinema (New Nagardas Road)","Office","Offices","Office","New Nagardas Road","Andheri East",,,,,,,,
"Maker Arcade","Stationery Store","Ambika Xerox","Maker Arcade",18.91664012,72.8178316,"532af911498e231f8894a706",400005,"Mumbai","Maharashtra","India","Maker Arcade","Stationery Store","Stationery Stores","Stationery Store","null","Maker Arcade",,,,,,,,
,"Stationery Store","William Penn","null",19.096027,72.87522,"584e953e52a05116a1000274","null","Mumbai","Maharashtra","India","India","Stationery Store","Stationery Stores","Stationery Store","null",,,,,,,,,
"Chembur","Stationery Store","Dhandeep Stationery & Xerox","null",19.061779,72.898237,"5a49e3a37918710289dee2d1",400071,"Mumbai","Maharashtra","India","Mumbai 400071","Stationery Store","Stationery Stores","Stationery Store","null","Chembur",,,,,,,,
"Ghansoli","Stationery Store","Krishna Stationery And Xerox","Shop No 10, Plot No 12, Sector 9,",19.118948,72.998085,"5c6ba6a06eda02002c5a24c1",400701,"Mumbai","Maharashtra","India","Shop No 10, Plot No 12, Sector 9, (Ghansoli)","Stationery Store","Stationery Stores","Stationery Store","Ghansoli","Ghansoli",,,,,,,,
